,Code,Name,City,Postal_Code,Country_Code,Longitude,Latitude,Gmt_Offset,World_Area_Code
,ASF,Astrakhan,Astrakhan,,70,48.05,46.35,2,770
,ASG,Ashburton,Ashburton,,20,171.7833,-43.9,-12,851
,ASH,Boire Field,Nashua,3063,120,-71.5147,42.7817,-5,67
,ASI,Wideawake Field,"Georgetown, Ascension Island",,90,-14.3936,-7.9697,,580
,ASJ,Amami O Shima,Amami O Shima,,80,129.7,28.4167,-9,736
,ASK,Yamoussoukro,Yamoussoukro,,190,-5.3667,6.9,,533
,ASM,Yohannes IV,Asmara,,100,38.9106,15.2919,3,523
,ASN,Talladega,Talladega,35096,140,-0.6833,38.6,,67
,ASO,Asosa,Asosa,,130,34.55,10.0667,-3,522
,ASP,Alice Springs,Alice Springs,,190,133.8833,-23.8,-9.5,802
,ASQ,Austin,Austin,78719,60,-117.0667,39.5,8,67
,ASR,Erkilet International Airport,Kayseri,,50,35.5,38.7,-2,679
,AST,Astoria,Astoria,97146,30,-123.8833,46.1667,8,67
,ASU,Silvio Pettirossi,Asuncion,,80,-57.6667,-25.2667,4,365
,ASV,Amboseli,Amboseli,,10,37.25,-2.6333,-3,535
,ASW,Aswan,Aswan,,20,32.82,23.9644,2,591
,ASX,Ashland,Ashland,4732,160,-90.9189,46.5486,-6,67
,ASY,Ashley,Ashley,58413,190,-99.3667,46.0333,6,67
,ATA,Anta,Anta,,20,-72.1333,-13.4833,5,368
,ATB,Atbara,Atbara,,140,33.9833,17.7,-2,583
,ATD,Atoifi,Atoifi,,140,161.0333,-8.8667,-11,874
,ATE,Antlers,Antlers,74523,200,-95.6167,34.2333,6,67
,ATF,Chachoan,Ambato,,190,-78.5667,-1.2,5,337
,ATG,Attock,Attock,,140,72.2414,33.8742,,764
,ATH,Eleftherios Venizelos,Athens,,50,23.9444,37.9364,2,433
,ATI,Artigas,Artigas,,130,-56.5167,-30.4167,3,385
,ATJ,Antsirabe,Antsirabe,,210,47.0667,-19.0833,-3,541
,ATK,Atqasuk,Atqasuk,99791,170,-157.3333,70.4667,9,67
,ATL,Hartsfield-jackson Atlanta International,Atlanta,30337,30,-84.4281,33.6367,-5,67
,ATM,Altamira,Altamira,,80,-52.2539,-3.2539,-4,316
,ATN,Namatanai,Namatanai,,100,152.45,-3.6667,-10,804
,ATO,Ohio University,Athens,45710,50,-82.1,39.3333,5,67
,ATP,Airstrip,Aitape,,210,142.35,-3.1333,-10,804
,ATQ,Raja Sansi,Amritsar,,150,74.7972,31.7097,5.5,733
,ATR,Mouakchott,Atar,,130,-13.05,20.5,,545
,ATS,Artesia,Artesia,88210,40,-104.4667,32.85,7,67
,ATT,Atmautluak,Atmautluak,99559,160,-162.75,61,9,67
,ATU,Casco Cove,Attu Island,,60,173.1833,52.8333,10,67
,ATV,Ati,Ati,,20,18.3167,13.2333,-1,511
,ATW,Outagamie County,Appleton,54914,90,-88.5167,44.2667,6,67
,ATX,Atbasar,Atbasar,,190,68.4,51.8833,-2,738
,ATY,Watertown,Watertown,13634,200,-97.15,44.9167,6,67
,ATZ,Assiut,Assiut,,180,31.0167,27.05,-2,591
,AUA,Reina Beatrix,Aruba,,0,-70.0167,12.5,4,277
,AUB,Itauba,Itauba,,140,-41.9833,-7.1,,316
,AUC,Arauca,Arauca,,20,-70.7333,7.0667,5,327
,AUD,Augustus Downs,Augustus Downs,,20,139.9333,-18.6667,-10,802
,AUE,Abu Rudeis,Abu Rudeis,,20,33.1833,28.9667,-2,591
,AUF,Auxerre Branches,Auxerre,,200,3.4967,47.8464,1,427
,AUG,Augusta,Augusta,30906,120,-69.8,44.3167,5,67
,AUH,Abu Dhabi International,Abu Dhabi,,90,54.6511,24.4331,4,678
,AUI,Aua Island,Aua Island,,0,143.0667,-1.45,-10,804
,AUJ,Ambunti,Ambunti,,80,142.85,-4.25,-10,804
,AUK,Alakanuk,Alakanuk,,110,-164.6333,62.6833,9,67
,AUL,Aur Island,Aur Island,,90,171.1667,8.1333,-12,844
,AUM,Austin,Austin,78719,10,-92.9333,43.6667,6,67
,AUN,Auburn,Auburn,44023,10,-121.0667,38.9,8,67
,AUO,Auburn-Opelika,Auburn,36830,110,-85.4333,32.6167,6,67
,AUP,Agaun,Agaun,,100,149.3333,-9.9167,-10,804
,AUQ,Atuona,Atuona,,180,-139.0333,-9.8,9.5,823
,AUR,Aurillac,Aurillac,,150,-2.4167,44.8917,-1,427
,AUS,Austin-bergstrom International,Austin,78719,200,-97.67,30.1944,-6,67
,AUT,Atauro,Atauro,,130,125.675,-8,-8,832
,AUU,Aurukun Mission,Aurukun Mission,,20,141.7208,-13.3539,10,802
,AUV,Aumo,Aumo,,180,148.5,-5.7333,,804
,AUW,Municipal,Wausau,54403,90,-89.6806,44.7667,6,67
,AUX,Araguaina,Araguaina,,200,-48.2,-7.2,3,316
,AUY,Aneityum,Aneityum,,210,169.6667,-20.3333,-11,885
,AUZ,Municipal Airport,Aurora,80239,0,-88.3167,41.7667,6,67
,AVA,An Shun/Huang Guo Shu,An Shun,,70,120.95,33.2167,,713
,AVB,Aviano,Aviano,,80,12.6,46.0667,-1,450
,AVF,Avoriaz,Avoriaz,,180,6.7667,46.2,,427
,AVG,Auvergne,Auvergne,,210,129.9167,-15.75,-9.5,802
,AVI,Maximo Gomez,Ciego De Avila,,210,-78.7914,22.025,5,219
,AVK,Arvaikheer,Arvaikheer,,90,102.7833,46.2667,-8,751
,AVL,Asheville Regional Airport,Fletcher,28732,170,-82.5417,35.4361,-5,67
,AVN,Avignon-Caumont,Avignon,,0,4.9019,43.9067,1,427
,AVO,Municipal,Avon Park,33825,130,-81.5167,27.6,5,67
,AVP,Wilkes-Barre/Scranton International Airport,"Wilkes-Barre/Scranton, PA",18641,70,-75.7233,41.3383,5,67
,AVU,Avu Avu,Avu Avu,,30,160.4167,-9.85,-11,874
,AVV,Avalon,Geelong,,130,144.4667,-38.0333,-10,802
,AVX,Avalon Bay,Catalina Island,,70,-118.35,33.3333,-8,67
,AWA,Awassa,Awassa,,70,38.4028,6.9667,-3,522
,AWB,Awaba,Awaba,,40,142.75,-8.0167,-10,804
,AWD,Aniwa,Aniwa,,160,169.5833,-19.2833,-11,885
,AWE,Alowe,Alowe,,80,9.45,-0.75,-1,526
,AWH,Awareh,Awareh,,180,44.1833,8.2667,-3,522
,AWK,Wake Island,Wake Island,,160,166.65,19.2833,-12,5
,AWM,Municipal,West Memphis,72301,180,-90.1833,35.1333,6,67
,AWN,Alton Downs,Alton Downs,,180,139.3167,-26.4833,-9.5,802
,AWP,Austral Downs,Austral Downs,,180,137.25,-20.3333,-10,802
,AWR,Awar,Awar,,160,144.85,-4.1167,-10,804
,AWZ,Ahwaz,Ahwaz,,110,48.6667,31.2167,-3.5,632
,AXA,Wallblake,Anguilla,,210,-63.055,18.2047,-4,202
,AXB,Alexandria Bay,Alexandria Bay,13656,70,-75.9014,44.2525,5,67
,AXC,Aramac,Aramac,,80,145.25,-23.0833,-10,802
,AXD,Dimokritos,Alexandroupolis,,160,25.9511,40.8511,2,433
,AXE,Xanxere,Xanxere,,90,-52.3833,-26.8833,,316
,AXG,Algona,Algona,50511,190,-94.2333,43.0667,6,67
,AXK,Ataq,Ataq,,190,46.8167,14.5333,-3,694
,AXL,Alexandria,Alexandria,,40,136.7133,-19.0617,9.5,802
,AXM,El Eden,Armenia,,170,-75.6667,4.5167,5,327
,AXN,Alexandria,Alexandria,,50,-95.2667,45.7833,6,67
,AXP,Springpoint Arpt,Spring Point,,180,-73.9667,22.45,5,204
,AXR,Arutua,Arutua,,10,-146.6667,-15.35,10,823
,AXS,Municipal,Altus,73521,50,-99.3333,34.7028,6,67
,AXT,Akita,Akita,,180,140.2186,39.6156,-9,736
,AXU,Axum,Axum,,100,38.7125,14.1208,-3,522
,AXV,Neil Armstrong,Wapakoneta,45871,170,-84.1833,40.5667,5,67
,AXX,Angel Fire,Angel Fire,87710,40,-105.2833,36.4167,7,67
,AYA,Ayapel,Ayapel,,180,-75.15,8.3,5,327
,AYC,Ayacucho,Ayacucho,,200,-73.6167,8.6,5,327
,AYD,Alroy Downs,Alroy Downs,,160,135.95,-19.3,-9.5,802
,AYE,AAF Heliport,Fort Devens,,60,-72.5,19.8333,,67
,AYG,Yaguara,Yaguara,,30,-73.9333,1.5442,-5,327
,AYH,RAF Station,Alconbury,,110,-0.2667,52.3667,,493
,AYI,Yari,Yari,,130,-72.2667,-0.3833,5,327
,AYK,Arkalyk,Arkalyk,,150,66.9667,50.3167,-2,738
,AYL,Anthony Lagoon,Anthony Lagoon,,80,135.55,-18.0167,-9.5,802
,AYN,Anyang,Anyang,,90,114.35,36.1,8,713
,AYO,Ayolas,Ayolas,,100,33.75,2.05,,365
,AYP,Yanamilla,Ayacucho,,100,-74.2472,-13.1972,5,368
,AYQ,Connellan,Ayers Rock,,110,131.0333,-25.3333,9.5,802
,AYR,Ayr,Ayr,,180,147.3667,-19.6667,-10,802
,AYS,Ware County,Waycross,31503,200,-82.4,31.25,5,67
,AYT,Antalya,Antalya,,180,30.8,36.9167,2,679
,AYU,Aiyura,Aiyura,,70,145.9,-6.3333,-10,804
,AYW,Ayawasi,Ayawasi,,130,132.5,-1.2,-9,832
,AYZ,Zahns,Amityville,11701,160,-73.4167,40.6667,5,67
,AZB,Amazon Bay,Amazon Bay,,190,149.3333,-10.3,-10,804
,AZD,Yazd,Yazd,,130,54.2833,31.9,-3.5,632
,AZG,Apatzingan,Apatzingan,,100,-102.3833,19.0833,6,148
,AZI,Bateen,Abu Dhabi,,50,54.4581,24.4283,,678
,AZN,Andizhan,Andizhan,,140,72.3,40.7333,-2,788
,AZO,Kalamazoo/Battle Creek Intl,Kalamazoo,49002,210,-85.5519,42.235,-5,67
,AZP,Atizapan,Mexico City,,140,-99.1167,19.35,,148
,AZR,Adrar,Adrar,,50,-0.2833,27.8833,-1,500
,AZT,Zapatoca,Zapatoca,,20,-73.2833,6.8167,5,327
,AZZ,Ambriz,Ambriz,,170,13.15,-7.8833,-1,502
,BAA,Bialla,Bialla,,70,151.0333,-5.3167,-10,804
,BAC,Barranca De Upia,Barranca De Upia,,0,-72.9667,4.5833,5,327
,BAE,Barcelonnette,Barcelonnette,,90,6.6103,44.3883,-1,427
,BAG,Loakan,Baguio,,200,120.6167,16.3667,-8,766
,BAH,Bahrain International,Manama,,30,50.5,26,3,605
,BAI,Buenos Aires,Buenos Aires,,50,-83.33,9.1636,-6,110
,BAJ,Bali,Bali,,40,149.1333,-4.8833,-10,804
,BAL,Batman,Batman,,120,41.1167,37.8667,-2,679
,BAM,Lander County,Battle Mountain,89820,150,-116.9333,40.6333,8,67
,BAN,Basongo,Basongo,,200,20.3333,-4.1667,-2,517
,BAO,Udorn,Ban Mak Khaen,,60,102.7833,17.3833,-7,782
,BAP,Baibara,Baibara,,150,149.6333,-10.3333,-10,804
,BAQ,E Cortissoz,Barranquilla,,140,-74.7833,10.8833,5,575
,BAR,Baker Aaf,Baker Island,,100,-176.5167,0.2167,,67
,BAS,Balalae,Balalae,,0,155.9,-7.9833,-11,874
,BAT,Airport Chafei Amsei,Barretos,,190,-48.5853,-20.5836,3,316
,BAU,Bauru,Bauru,,0,-49.05,-22.3333,3,316
,BAV,Baotou,Baotou,,170,109.9969,40.56,-8,713
,BAW,Biawonque,Biawonque,,140,9.45,-0.6667,-1,526
,BAX,Barnaul,Barnaul,,120,83.5386,53.3639,6,770
,BAY,Baia Mare,Baia Mare,,150,23.5167,47.6333,-2,473
,BAZ,Barbelos,Barbelos,,80,-62.9336,-0.9669,4,316
,BBA,Teniente Vidal,Balmaceda,,80,-71.7,-45.9167,4,324
,BBB,Municipal,Benson,85602,120,-95.6,45.3167,6,67
,BBC,Bay City,Bay City,77414,120,-95.9667,28.9833,6,67
,BBD,Curtis Field,Brady,76825,50,-99.3333,31.1333,6,67
,BBE,Big Bell,Big Bell,,140,117.6667,-27.4167,-8,802
,BBF,Burlington,Burlington,5403,200,-71.1833,42.5,5,67
,BBG,Butaritari,Butaritari,,50,172.8167,3.0833,-12,824
,BBH,Barth,Barth,,200,12.7117,54.3397,-1,429
,BBI,Bhubaneswar,Bhubaneswar,,60,85.8178,20.2444,5.5,733
,BBJ,Bitburg Air Base,Bitburg,,10,6.55,49.95,,429
,BBK,Kasane,Kasane,,30,25.1625,-17.8328,2,510
,BBL,Babolsar,Babolsar,,70,52.6667,36.65,-3.5,632
,BBM,Battambang,Battambang,,50,103.2167,13.0833,-7,709
,BBN,Bario,Bario,,150,115.4783,3.7347,-8,749
,BBO,Berbera,Berbera,,170,45.0167,10.4167,-3,573
,BBP,Bembridge,Bembridge,,120,-1.0833,50.6833,,493
,BBQ,Barbuda,Barbuda,,160,-61.7833,17.6,4,206
,BBR,Baillif,Basse Terre,,90,-61.75,16.1667,4,235
,BBS,Blackbushe,Yateley,,80,-0.8444,51.3306,,493
,BBT,Berberati,Berberati,,90,15.7833,4.2167,-1,509
,BBU,Baneasa,Bucharest,,20,26.0861,44.5028,2,473
,BBV,Hkg,Bereby,,0,-6.9167,4.6333,,533
,BBW,Broken Bow,Broken Bow,74728,70,-99.6333,41.4,6,67
,BBX,Wings Field,Blue Bell,19422,30,-75.2667,40.15,5,67
,BBY,Bambari,Bambari,,190,20.6333,5.85,-1,509
,BBZ,Zambezi,Zambezi,,200,23.1167,-13.5333,-2,597
,BCA,Baracoa,Baracoa,,100,-74.35,20.25,5,219
,BCB,Virginia Tech,Blacksburg,24060,80,-80.4167,37.2333,5,67
,BCC,Bear Creek,Bear Creek,,200,-155.8672,57.6175,9,67
,BCD,Bacolod,Bacolod,,0,122.9333,10.6333,-8,766
,BCE,Bryce,Bryce,,20,-112.15,37.7,7,67
,BCF,Bouca,Bouca,,40,18.2833,6.5,-1,509
,BCG,Bemichi,Bemichi,,170,-59.1667,7.7,3,350
,BCH,Cakung International,Baucau,,110,126.3994,-8.4856,9,862
,BCI,Barcaldine,Barcaldine,,50,145.3333,-23.6667,-10,802
,BCJ,Baca Grande,Baca Grande,,80,-105.7667,37.9667,7,67
,BCK,Bolwarra,Bolwarra,,160,144.1667,-17.4,-10,802
,BCL,Barra Colorado,Barra Colorado,,90,-83.5833,10.7833,6,110
,BCM,Bacau,Bacau,,20,26.8833,46.6,-2,473
,BCN,El Prat De Llobregat,Barcelona,,40,2.0833,41.3,1,482
,BCO,Jinka,Jinka,,90,36.55,5.7833,-3,522
,BCP,Bambu,Bambu,,70,35.2833,5.8667,,804
,BCQ,Brack,Brack,,60,17.4667,-22.7833,,538
,BCR,Boca Do Acre,Boca Do Acre,,90,-67.4167,-8.6333,4,316
,BCS,Southern Seaplane,Belle Chasse,70037,10,-90.2333,30.05,6,67
,BCT,Public,Boca Raton,33431,160,-80.1167,26.3667,5,67
,BCU,Bauchi,Bauchi,,30,9.8333,10.3167,-1,555
,BCV,Belmopan,Belmopan,,70,-88.7667,17.25,,106
,BCW,Benguera Island,Benguera Island,,130,35.1167,-23.7333,,550
,BCX,Beloreck,Beloreck,,20,58.3333,53.9333,-2,770
,BCY,Bulchi,Bulchi,,80,36.6667,6.2167,-3,522
,BCZ,Bickerton Island,Bickerton Island,,50,137.8,-13.7833,-9.5,802
,BDA,Kindley Field,Bermuda,,180,-64.6786,32.3642,-4,207
,BDB,Bundaberg,Bundaberg,,60,152.3186,-24.9039,10,802
,BDC,Barra Do Corda,Barra Do Corda,,0,-45.2667,-5.4667,3,316
,BDD,Badu Island,Badu Island,,60,142.1333,-10.1167,-10,802
,BDE,Baudette,Baudette,56623,70,19.7,54.3833,,67
,BDF,Rinkenberger,Bradford,61421,30,-89.65,41.1833,6,67
,BDG,Blanding,Blanding,84511,40,-109.4833,37.5833,7,67
,BDH,Bandar Lengeh,Bandar Lengeh,,90,54.8833,26.55,-3.5,632
,BDI,Bird Island,Bird Island,,160,55.2167,-3.7167,-4,570
,BDJ,Sjamsudin Noor,Banjarmasin,,140,114.6833,-3.2833,-8,832
,BDK,Bondoukou,Bondoukou,,10,-2.8,8.0333,,533
,BDL,Bradley International,Windsor Locks,6096,0,-72.6833,41.9389,-5,67
,BDM,Bandirma,Bandirma,,130,27.9833,40.3167,-2,679
,BDN,Talhar,Badin,,130,68.8333,24.65,-5,764
,BDO,Husein Sastranegara,Bandung,,150,107.5764,-6.9006,7,832
,BDP,Bhadrapur,Bhadrapur,,130,88.0833,26.5667,-5.8,755
,BDQ,Vadodara,Vadodara,,100,73.2667,22.3167,-5.5,265
,BDR,Igor I. Sikorsky Mem.,Bridgeport,,190,-73.1333,41.1667,5,67
,BDS,Papola Casale,Brindisi,,140,17.9469,40.6575,1,450
,BDT,Gbadolite,Gbadolite,,110,20.9753,4.2533,1,517
,BDU,Bardufoss,Bardufoss,,60,18.5403,69.0558,-1,465
,BDV,Moba,Moba,,130,29.7333,-7.0833,-2,517
,BDW,Bedford Downs,Bedford Downs,,170,127.4667,-17.3,-8,802
,BDX,Broadus,Broadus,59317,40,-105.4167,45.45,7,67
,BDY,State,Bandon,97411,150,-124.4167,43.1167,8,67
,BDZ,Baindoung,Baindoung,,130,146.95,-6.3333,-10,804
,BEA,Bereina,Bereina,,210,146.4833,-8.65,-10,804
,BEB,Benbecula,Benbecula,,40,-7.3667,57.4833,,493
,BEC,Beech,Wichita,67206,130,-97.2211,37.6864,,67
,BED,Hanscom Field,Bedford/Hanscom,1730,160,-71.2833,42.4667,5,67
,BEE,Beagle Bay,Beagle Bay,,150,141.6,-12.9833,-8,802
,BEF,Bluefields,Bluefields,,120,-83.9833,12.0333,6,153
,BEG,Nikola Tesla,Belgrade,,100,20.3069,44.8192,1,497
,BEH,Ross Field,Benton Harbor,49022,160,-86.4333,42.1333,5,67
,BEI,Beica,Beica,,40,34.5333,9.3833,-3,522
,BEJ,Kalimaru,Tanjung Redep,,120,117.4322,2.1556,8,832
,BEK,Bareli,Bareli,,160,81.2333,26.2167,-5.5,733
,BEL,Val De Cans,Belem,,10,-48.4686,-1.3836,3,316
,BEM,Bossembele,Bossembele,,110,17.65,5.2667,-1,509
,BEN,Benina Intl,Benghazi,,60,20.0667,32.1167,-2,538
,BEO,Belmont,Newcastle,,100,151.6667,-33.0333,-10,802
,BEP,Bellary,Bellary,,70,76.8828,15.1628,5.5,733
,BEQ,Honington,Bury St Edmunds,,20,0.7667,52.35,,493
,BER,Berlin Metropolitan Area,Berlin,,90,13.4,52.5167,1,429
,BES,Brest Lesquin,Brest,,20,-4.4167,48.45,-1,427
,BET,Bethel Airport,Bethel,99559,70,-161.8333,60.7833,9,67
,BEU,Bedourie,Bedourie,,60,139.3667,-24.3333,-10,802
,BEV,Beer Sheba,Beer Sheba,,20,34.8,31.25,-2,636
,BEW,Beira,Beira,,100,34.9,-19.8,-2,550
,BEX,Benson (RAF Station),Benson,,40,-1.0958,51.6164,,493
,BEY,Beirut Rafic Hariri Airport,Beirut,,90,35.4883,33.8208,2,961
,BEZ,Beru,Beru,,150,176,-1.3333,-12,824
,BFA,Bahia Negra,Bahia Negra,,180,-58.2,-20.25,,365
,BFB,Blue Fox Bay,Blue Fox Bay,,200,-152.1333,58.1833,9,67
,BFC,Bloomfield,Bloomfield,,50,145.3333,-15.9,-10,802
,BFD,Bradford,Bradford,16726,0,-78.6333,41.8,5,67
,BFE,Bielefeld,Bielefeld,,150,8.5,52,1,429
,BFF,Scotts Bluff County,Scottsbluff,69361,170,-103.6,41.8667,7,67
,BFG,Bullfrog Basin,Bullfrog Basin,,20,-110.7083,37.55,7,67
,BFH,Bacacheri,Curitiba,,60,-49.2319,-25.405,-3,316
,BFI,Boeing Field/King County International Airport,Seattle,98108,70,-122.3019,47.53,-8,67
,BFJ,Ba,Ba,,30,177.6833,-17.55,-12,821
,BFK,Buffalo Municipal Airport,Buffalo,65622,90,-99.6186,36.8633,-6,67
,BFL,Meadows Field,Bakersfield,93308,210,-119.0567,35.4336,-8,67
,BFM,Mobile Downtown,Mobile,36615,10,-88.0681,30.6267,-6,67
,BFN,Bloemfontein,Bloemfontein,,0,26.3025,-29.0928,2,562
,BFO,Buffalo Range,Buffalo Range,,70,31.5833,-21.0167,-2,565
,BFP,Beaver Falls,Beaver Falls,15010,180,-80.4,40.7667,5,67
,BFQ,Bahia Pinas,Bahia Pinas,,210,-77.6833,8.8667,,162
,BFR,Virgil I Grissom Muni,Bedford,47421,60,-86.4833,38.85,5,67
,BFS,Aldergrove International Airport,Belfast,,160,-5.9167,54.5908,,493
,BFT,County,Beaufort,29907,190,-80.6333,32.4167,5,67
,BFU,Bengbu,Bengbu,,0,117.3608,32.9408,,713
,BFV,Buri Ram,Buri Ram,,170,103.2506,15.2272,,782
,BFX,Bafoussam,Bafoussam,,190,10.4,5.4833,-1,504
,BGA,Palo Negro,Bucaramanga,,90,-73.15,7.1,5,327
,BGB,Booue,Booue,,40,11.9333,-0.1,-1,526
,BGC,Braganca,Braganca,,190,-6.75,41.8167,,469
,BGD,Borger,Borger,79007,170,-101.4,35.65,6,67
,BGE,Decatur County,Bainbridge,,90,-84.6,30.9,5,67
,BGF,Bangui,Bangui,,60,18.5667,4.3833,-1,509
,BGG,Bongouanou,Bongouanou,,30,-4.2,6.65,,533
,BGH,Abbaye,Boghe,,200,-14.2,16.6333,,545
,BGI,Grantley Adams International,Bridgetown,,210,-59.4925,13.0747,-4,246
,BGJ,Borgarfjordur Eystri,Borgarfjordur Eystri,,50,-21.9833,64.4667,,439
,BGK,Big Creek,Big Creek,,180,-88.4167,16.5167,6,106
,BGL,Baglung,Baglung,,50,83.6667,28.2167,-5.8,755
,BGM,Greater Binghamton,Binghamton,13790,40,-75.9797,42.2086,-5,67
,BGN,R.A.F.,Brueggen,,80,6.1333,51.2,-1,429
,BGO,"Bergen Airport, Flesland",Bergen,,160,5.2167,60.3,1,465
,BGP,Bongo,Bongo,,170,10.2167,-2.1667,-1,526
,BGQ,Big Lake,Big Lake,99652,210,-149.8167,61.5333,9,67
,BGR,Bangor International Airport,Bangor,4401,50,-68.8167,44.8,5,67
,BGS,Webb AFB,Big Spring,,130,124.2667,-18.5167,,67
,BGT,Bagdad,Bagdad,86321,130,-113.1703,34.5931,-7,67
,BGU,Bangassou,Bangassou,,90,22.8,4.7833,-1,509
,BGV,Bento Goncalves,Bento Goncalves,,130,-51.5167,-29.1667,3,316
,BGW,Al Rasheed,Baghdad,,130,44.5,33.2833,3,634
,BGX,Airport Cmdt. Gustavo Kraemer,Bage,,110,-54.1097,-31.3908,3,316
,BGY,Orio al Serio,Bergamo,,90,9.7042,45.6739,1,450
,BGZ,Braga,Braga,,200,-8.45,41.5833,,469
,BHA,Bahia De Caraquez,Bahia De Caraquez,,190,-80.4,-0.5833,5,337
,BHB,Bar Harbor,Bar Harbor,4605,70,-68.3667,44.45,5,67
,BHC,Bhurban Heliport,Bhurban,86429,130,-114.5667,35.15,7,67
,BHD,George Best Belfast City,Belfast,,200,-5.8725,54.6181,,493
,BHE,Woodbourne Air Station,Blenheim,,110,173.8703,-41.5183,12,851
,BHF,Bahia Cupica,Bahia Cupica,,20,-77.3333,6.55,5,327
,BHG,Brus Laguna,Brus Laguna,,50,-84.8333,15.8333,6,131
,BHH,Bisha,Bisha,,20,42.65,19.9833,-3,670
,BHI,Comandante,Bahia Blanca,,180,-62.1833,-38.7167,3,303
,BHJ,Rudra Mata,Bhuj,,30,69.6703,23.2878,5.5,733
,BHK,Bukhara,Bukhara,,100,64.4833,39.7667,-2,788
,BHL,Bahia Angeles,Bahia Angeles,,130,-113.55,28.95,8,148
,BHM,Birmingham,Birmingham,35217,110,-86.75,33.5667,6,67
,BHN,Beihan,Beihan,,40,45.7333,14.7833,-3,694
,BHO,Bhopal,Bhopal,,130,77.3333,23.2833,-5.5,733
,BHP,Bhojpur,Bhojpur,,60,87.05,27.1667,-5.8,755
,BHQ,Broken Hill,Broken Hill,,200,141.4667,-32,-9.5,802
,BHR,Bharatpur Airport,Bharatpur,,30,84.4167,27.6833,5.4,755
,BHS,Raglan,Bathurst,,190,149.65,-33.4167,-10,802
,BHT,Brighton Downs,Brighton Downs,,60,141.6333,-23.5,-10,802
,BHU,Bhavnagar,Bhavnagar,,90,72.1833,21.75,-5.5,733
,BHV,Bahawalpur,Bahawalpur,,140,71.6833,29.4,-5,764
,BHW,Bhagatanwala Apt,Sargodha,,120,72.6711,32.0836,,764
,BHX,Birmingham International Airport,Birmingham,,90,-1.75,52.45,,493
,BHY,Beihai,Beihai,,10,109.0833,21.4833,-8,713
,BIA,Poretta,Bastia,,70,9.45,42.7,-1,427
,BIB,Baidoa,Baidoa,,40,43.8,3.0667,-3,573
,BIC,Big Creek,Big Creek,,60,-157.5833,57.6667,9,67
,BID,Block Island,Block Island,2807,0,-71.5833,41.1694,5,67
,BIE,Beatrice,Beatrice,68310,80,-96.75,40.3167,6,67
,BIF,Biggs Aaf,El Paso,79936,60,-106.38,31.8494,,67
,BIG,Intermediate Field,Big Delta,,190,-145.7333,64,9,67
,BIH,Bishop,Bishop,93514,140,-118.35,37.3667,8,67
,BII,Enyu Airfield,Bikini Atoll,,80,165.55,11.5,12,844
,BIJ,Biliau,Biliau,,50,146.35,-5.5833,-10,804
,BIK,Frans Kaisepo,Biak,,30,136.1081,-1.19,9,832
,BIL,Billings,Billings,59105,190,-108.5333,45.8,7,67
,BIM,International,Bimini,,150,-79.2833,25.7,5,204
,BIN,Bamiyan,Bamiyan,,50,67.8167,34.8,-4.5,701
,BIO,Sondica,Bilbao,,80,-2.9106,43.3011,1,482
,BIP,Bulimba,Bulimba,,160,143.75,-16.15,-10,802
,BIQ,Biarritz Parme,Biarritz,,190,-1.5333,43.4667,1,427
,BIR,Biratnagar,Biratnagar,,80,87.2833,26.4347,-5.8,755
,BIS,Bismarck,Bismarck,58504,70,-100.75,46.7833,6,67
,BIT,Baitadi,Baitadi,,0,80.4333,29.5333,-5.8,755
,BIU,Bildudalur,Bildudalur,,140,-23.9833,65.8333,,439
,BIV,Bria,Bria,,80,21.9833,6.5333,-1,509
,BIW,Billiluna,Billiluna,,120,127.6333,-19.5833,-8,802
,BIX,Keesler AFB,Biloxi,39530,40,-88.4333,28.6667,,67
,BIY,Bisho,Bisho,,210,27.3333,-32.8333,-2,562
,BIZ,Bimin,Bimin,,180,142.0167,-5.2833,-10,804
,BJA,Bejaia,Bejaia,,100,5.0833,36.75,-1,500
,BJB,Bojnord,Bojnord,,190,19.0469,44.1172,,632
,BJC,Jeffco,Broomfield,80021,70,-105.0667,39.9333,7,67
,BJD,Bakkafjordur,Bakkafjordur,,50,-14.75,66.0667,,439
,BJF,Batsfjord,Batsfjord,,150,29.5,70.6333,-1,465
,BJG,Bolaang,Bolaang,,80,122.1119,-0.9606,,832
,BJH,Bajhang,Bajhang,,100,81.25,29.55,-5.8,755
,BJI,Bemidji,Bemidji,56601,210,-94.9333,47.5167,6,67
,BJJ,Wayne County,Wooster,44677,120,-81.9333,40.8,5,67
,BJK,Benjina,Benjina,,90,134.25,-6.0833,-9,832
,BJL,Yundum International,Banjul,,130,-16.6667,13.35,,527
,BJM,International,Bujumbura,,110,29.3167,-3.3167,-2,503
,BJN,Bajone,Bajone,,170,37.95,-17.1833,-2,550
,BJO,Bermejo,Bermejo,,170,-64.3333,-22.8667,4,312
,BJP,Braganca Paulista,Braganca Paulista,,120,-39.7667,-4.6333,,316
,BJR,Bahar Dar,Bahar Dar,,50,37.4167,11.7667,-3,522
,BJT,Bentota River,Bentota River,,20,79.9989,6.4211,,711
,BJU,Bajura Airport,Bajura,,190,81.6667,29.5,5.8,755
,BJV,Milas,Milas,,30,27.6644,37.2506,2,679
,BJW,Bajawa,Bajawa,,50,120.9667,-8.7833,-8,832
,BJY,Batajnica,Belgrade,,180,20.2575,44.9353,2,497
